"id","name","name_kana","address","area","area_ha","y","x","is_evacuation_area","ブランコ_2","ブランコ_3","ブランコ_4","すべり台","鉄棒_1","鉄棒_2","鉄棒_3","鉄棒_4","鉄棒_5","シーソー","ジャングルジム","鋼製複合遊具","砂場","ラダー","健康遊具","プレイスカルプチャー(遊戯彫刻)","便所","水飲場","ベンチ","四阿(シェルター)","有料駐車場","無料駐車場","ソメイヨシノ","オオシマザクラ","カンヒザクラ","シダレザクラ","カワズザクラ","ヤマザクラ","桜_その他","桜_合計","桜_その他_品種","is_nice_scenery","english_name","english_address","",""
"182","宮之阪公園","ミヤノサカコウエン","大阪府枚方市宮之阪3丁目12−1","555.49","0.06","34.81271026","135.6583408","","1","","","1","","1","","","","","1","","1","","","","","1","2","","","","","","","","","","","","","","","","573-0022","オオサカフ－ヒラカタシ－ミヤノサカ"
"183","宮之阪東公園","ミヤノサカヒガシコウエン","大阪府枚方市宮之阪4丁目18−22","1,353.60","0.14","34.81177417","135.6621127","","1","","","1","","","","","","","","","1","","","","","1","4","1","","","0","0","0","0","0","0","0","0","","","","","573-0022","オオサカフ－ヒラカタシ－ミヤノサカ"
"184","村野公園","ムラノコウエン","大阪府枚方市村野本町9−2","1,095.48","0.11","34.80296253","135.6655698","","","","1","1","","","","","","","1","","","","","","","","3","","","","15","0","0","0","0","0","0","15","","","","","573-0016","オオサカフ－ヒラカタシ－ムラノホンマチ"
"185","村野西町公園","ムラノニシマチコウエン","大阪府枚方市村野西町4","951.61","0.10","34.80013181","135.6619041","","1","","","1","","","1","","","","","","1","","","","","","4","","","","3","0","0","0","0","0","0","3","","","","","573-0042","オオサカフ－ヒラカタシ－ムラノニシマチ"
"186","村野東町公園","ムラノヒガシマチコウエン","大阪府枚方市村野東町27−7","490.44","0.05","34.80030468","135.6705973","","1","","","1","","","1","","","","","","","","","","","1","3","","","","","","","","","","","","","","","","573-0015","オオサカフ－ヒラカタシ－ムラノヒガシマチ"
"187","村野南町公園","ムラノミナミマチコウエン","大阪府枚方市村野南町","3,161.18","0.32","34.79900666","135.6626041","","","","","","","","1","","","","","1","1","","","","","1","4","","","","0","0","0","0","0","0","0","0","","","","","573-0043","オオサカフ－ヒラカタシ－ムラノミナミマチ"
"188","三栗東公園","メグリヒガシコウエン","大阪府枚方市三栗1丁目17−20","809.49","0.08","34.83579199","135.6598676","","","","1","1","","","1","","","","","","1","","","","","1","4","","","","2","0","0","0","0","0","0","2","","","","","573-1171","オオサカフ－ヒラカタシ－メグリ"
"189","三栗南公園","メグリミナミコウエン","大阪府枚方市三栗1丁目24−12","498.43","0.05","34.83487289","135.6574727","","","","1","1","","","","","","","","","1","","","","","1","3","","","","","","","","","","","","","","","","573-1171","オオサカフ－ヒラカタシ－メグリ"
"190","面取公園","メンドリコウエン","大阪府枚方市楠葉朝日1丁目15−6","1,023.89","0.10","34.85621427","135.6850233","","","","1","1","","","","","","","","","1","","","","","1","6","","","","","","","","","","","","","","","","573-1111","オオサカフ－ヒラカタシ－クズハアサヒ"
"191","薬師谷公園","ヤクシダニコウエン","大阪府枚方市長尾西町1丁目30−29","6,513.00","0.65","34.82787843","135.7034306","","","","1","1","","","","","","","","","1","","","2","","1","3","","","","4","0","0","0","0","5","0","9","","","","","573-0162","オオサカフ－ヒラカタシ－ナガオニシマチ"
"192","養父東公園","ヤブヒガシコウエン","大阪府枚方市養父東町5−1","3,067.66","0.31","34.84568942","135.675069","","","","1","1","","","","","","","","","1","","","","1","1","2","","","","3","0","0","0","0","0","0","3","","","","","573-1124","オオサカフ－ヒラカタシ－ヤブヒガシマチ"
"193","養父元町公園","ヤブモトマチコウエン","大阪府枚方市養父元町46−1","2,661.05","0.27","34.84909291","135.6719119","","","","","","","","","","","","","1","1","","","","","1","12","1","","","0","2","0","0","0","0","0","2","","","","","573-1125","オオサカフ－ヒラカタシ－ヤブモトマチ"
"194","山之上北町公園","ヤマノウエキタマチコウエン","大阪府枚方市山之上西町5−12","883.48","0.09","34.80419569","135.6494206","","1","","1","1","","","1","","","","","","1","","","1","","","3","","","","","","","","","","","","","","","","573-0048","オオサカフ－ヒラカタシ－ヤマノウエニシマチ"
"195","山原公園","ヤマハラコウエン","大阪府枚方市東船橋2丁目109−19","1,415.24","0.14","34.85201111","135.6874211","","","","1","","","","","","","","","","1","","","","","1","2","1","","","6","0","0","0","0","0","0","6","","","","","573-1115","オオサカフ－ヒラカタシ－ヒガシフナハシ"
"196","淀見公園","ヨドミコウエン","大阪府枚方市香里ケ丘8丁目5","5,436.14","0.54","34.79316149","135.6431202","","","","1","1","","","1","","","","1","","1","","","","","1","16","","","","52","0","0","0","0","0","7","59","","","","","573-0084","オオサカフ－ヒラカタシ－コウリガオカ"
"197","らんぱん公園","ランパンコウエン","大阪府枚方市牧野阪3丁目5−10","629.24","0.06","34.84064134","135.6662145","","","","","","","","","","","","","","","","","","","1","1","1","","","0","0","0","0","0","0","2","2","サトザクラ","","","","573-1146","オオサカフ－ヒラカタシ－マキノサカ"
"198","六反町公園","ロクタンチョウコウエン","大阪府枚方市楠葉朝日3丁目7−10","1,033.05","0.10","34.86080303","135.6866342","","1","","","1","","","1","","","","","","1","","","","","1","3","","","","","","","","","","","","","","","","573-1111","オオサカフ－ヒラカタシ－クズハアサヒ"
"199","わさ谷公園","ワサダニコウエン","大阪府枚方市東中振1丁目15−7","583.98","0.06","34.7992363","135.6398789","","1","","","1","","","","","","","","","1","","","","","1","4","","","","","","","","","","","","","","","","573-0093","オオサカフ－ヒラカタシ－ヒガシナカブリ"
"200","王仁公園","ワニコウエン","大阪府枚方市王仁公園1−1","92,940.00","9.29","34.81796782","135.7069757","○","1","","","1","","1","","","","1","","","1","1","","","2","3","108","5","2","","267","21","10","2","0","64","65","429","ヤエベニシダレ","","","","573-0154","オオサカフ－ヒラカタシ－ワニコウエン"
